Seq_num,Word,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining
45,ABBREVIATE,0,0,0,0,0,0,0
46,ABBREVIATED,0,0,0,0,0,0,0
47,ABBREVIATES,0,0,0,0,0,0,0
48,ABBREVIATING,0,0,0,0,0,0,0
49,ABBREVIATION,0,0,0,0,0,0,0
50,ABBREVIATIONS,0,0,0,0,0,0,0
51,ABDICATE,0,0,0,0,0,0,0
52,ABDICATED,2009,0,0,0,0,0,0
53,ABDICATES,2009,0,0,0,0,0,0
54,ABDICATING,2009,0,0,0,0,0,0
55,ABDICATION,2009,0,0,0,0,0,0
56,ABDICATIONS,2009,0,0,0,0,0,0
57,ABDOMEN,0,0,0,0,0,0,0
58,ABDOMENS,0,0,0,0,0,0,0
59,ABDOMINAL,0,0,0,0,0,0,0
60,ABDOMINALS,0,0,0,0,0,0,0
61,ABDUCT,0,0,0,0,0,0,0
62,ABDUCTED,0,0,0,0,0,0,0
63,ABDUCTING,0,0,0,0,0,0,0
64,ABDUCTION,0,0,0,0,0,0,0
65,ABDUCTIONS,0,0,0,0,0,0,0
66,ABDUCTOR,0,0,0,0,0,0,0
67,ABDUCTORS,0,0,0,0,0,0,0
68,ABDUCTS,0,0,0,0,0,0,0
69,ABEAM,0,0,0,0,0,0,0
70,ABED,0,0,0,0,0,0,0
71,ABERRANT,2009,0,0,0,0,0,0
72,ABERRATION,2009,0,0,0,0,0,0
73,ABERRATIONAL,2009,0,0,0,0,0,0
74,ABERRATIONS,2009,0,0,0,0,0,0
75,ABET,0,0,0,0,0,0,0
76,ABETS,0,0,0,0,0,0,0
77,ABETTED,0,0,0,0,0,0,0
78,ABETTER,0,0,0,0,0,0,0
79,ABETTERS,0,0,0,0,0,0,0
80,ABETTING,2009,0,0,0,0,0,0
81,ABETTOR,0,0,0,0,0,0,0
82,ABETTORS,0,0,0,0,0,0,0
83,ABEYANCE,0,0,2009,0,0,0,0
84,ABEYANCES,0,0,2009,0,0,0,0
85,ABHOR,0,0,0,0,0,0,0
86,ABHORRED,0,0,0,0,0,0,0
87,ABHORRENCE,0,0,0,0,0,0,0
88,ABHORRENCES,0,0,0,0,0,0,0
89,ABHORRENT,0,0,0,0,0,0,0
90,ABHORRENTLY,0,0,0,0,0,0,0
91,ABHORRING,0,0,0,0,0,0,0
92,ABHORS,0,0,0,0,0,0,0
93,ABIDANCE,0,0,0,0,0,0,0
94,ABIDANCES,0,0,0,0,0,0,0
95,ABIDE,0,0,0,0,0,0,2009
96,ABIDED,0,0,0,0,0,0,0
97,ABIDES,0,0,0,0,0,0,0
98,ABIDING,0,0,0,0,0,0,2009
99,ABIDINGLY,0,0,0,0,0,0,0
100,ABILITIES,0,0,0,0,0,0,0
101,ABILITY,0,0,0,0,0,0,0
102,ABJECT,0,0,0,0,0,0,0
103,ABJECTION,0,0,0,0,0,0,0
104,ABJECTIONS,0,0,0,0,0,0,0
105,ABJECTLY,0,0,0,0,0,0,0
106,ABJECTNESS,0,0,0,0,0,0,0
107,ABJECTNESSES,0,0,0,0,0,0,0
108,ABJURATION,0,0,0,0,0,0,0
109,ABJURATIONS,0,0,0,0,0,0,0
110,ABJURATORY,0,0,0,0,0,0,0
111,ABJURE,0,0,0,0,0,0,0
112,ABJURED,0,0,0,0,0,0,0
113,ABJURER,0,0,0,0,0,0,0
114,ABJURERS,0,0,0,0,0,0,0
115,ABJURES,0,0,0,0,0,0,0
116,ABJURING,0,0,0,0,0,0,0
117,ABLATE,0,0,0,0,0,0,0
118,ABLATED,0,0,0,0,0,0,0
119,ABLATES,0,0,0,0,0,0,0
120,ABLATING,0,0,0,0,0,0,0
121,ABLATION,0,0,0,0,0,0,0
122,ABLATIONS,0,0,0,0,0,0,0
123,ABLATIVE,0,0,0,0,0,0,0
124,ABLATIVES,0,0,0,0,0,0,0
125,ABLAZE,0,0,0,0,0,0,0
126,ABLE,0,2009,0,0,0,0,0
127,ABLER,0,0,0,0,0,0,0
128,ABLEST,0,0,0,0,0,0,0
129,ABLOOM,0,0,0,0,0,0,0
130,ABLUTION,0,0,0,0,0,0,0
131,ABLUTIONS,0,0,0,0,0,0,0
132,ABLY,0,0,0,0,0,0,0
133,ABNEGATE,0,0,0,0,0,0,0
134,ABNEGATED,0,0,0,0,0,0,0
135,ABNEGATES,0,0,0,0,0,0,0
136,ABNEGATING,0,0,0,0,0,0,0
137,ABNEGATION,0,0,0,0,0,0,0
138,ABNEGATIONS,0,0,0,0,0,0,0
139,ABNORMAL,2009,0,0,0,0,0,0
140,ABNORMALITIES,2009,0,0,0,0,0,0
141,ABNORMALITY,2009,0,0,0,0,0,0
142,ABNORMALLY,2009,0,0,0,0,0,0
143,ABOARD,0,0,0,0,0,0,0
144,ABODE,0,0,0,0,0,0,0
145,ABODES,0,0,0,0,0,0,0
146,ABOLISH,2009,0,0,0,0,0,0
147,ABOLISHED,2009,0,0,0,0,0,0
148,ABOLISHES,2009,0,0,0,0,0,0
149,ABOLISHING,2009,0,0,0,0,0,0
150,ABOLISHMENT,0,0,0,0,0,0,0
151,ABOLITION,0,0,0,0,0,0,0
152,ABOLITIONISM,0,0,0,0,0,0,0
153,ABOLITIONISMS,0,0,0,0,0,0,0
154,ABOLITIONIST,0,0,0,0,0,0,0
155,ABOLITIONISTS,0,0,0,0,0,0,0
156,ABOLITIONS,0,0,0,0,0,0,0
157,ABOMINABLE,0,0,0,0,0,0,0
158,ABOMINABLY,0,0,0,0,0,0,0
159,ABOMINATE,0,0,0,0,0,0,0
160,ABOMINATED,0,0,0,0,0,0,0
161,ABOMINATES,0,0,0,0,0,0,0
162,ABOMINATING,0,0,0,0,0,0,0
163,ABOMINATION,0,0,0,0,0,0,0
164,ABOMINATIONS,0,0,0,0,0,0,0
165,ABORIGINAL,0,0,0,0,0,0,0
166,ABORIGINALS,0,0,0,0,0,0,0
167,ABORIGINE,0,0,0,0,0,0,0
168,ABORIGINES,0,0,0,0,0,0,0
169,ABORNING,0,0,0,0,0,0,0
170,ABORT,0,0,0,0,0,0,0
171,ABORTED,0,0,0,0,0,0,0
172,ABORTING,0,0,0,0,0,0,0
173,ABORTION,0,0,0,0,0,0,0
174,ABORTIONIST,0,0,0,0,0,0,0
175,ABORTIONISTS,0,0,0,0,0,0,0
176,ABORTIONS,0,0,0,0,0,0,0
177,ABORTIVE,0,0,0,0,0,0,0
178,ABORTIVELY,0,0,0,0,0,0,0
179,ABORTS,0,0,0,0,0,0,0
180,ABOUND,0,0,0,0,0,0,0
181,ABOUNDED,0,0,0,0,0,0,0
182,ABOUNDING,0,0,0,0,0,0,0
183,ABOUNDS,0,0,0,0,0,0,0
184,ABOUT,0,0,0,0,0,0,0
185,ABOUTS,0,0,0,0,0,0,0
186,ABOVE,0,0,0,0,0,0,0
187,ABOVEBOARD,0,0,0,0,0,0,0
188,ABOVEGROUND,0,0,0,0,0,0,0
189,ABOVEMENTIONED,0,0,0,2011,0,0,0
190,ABOVES,0,0,0,0,0,0,0
191,ABRACADABRA,0,0,0,0,0,0,0
192,ABRACADABRAS,0,0,0,0,0,0,0
193,ABRADE,0,0,0,0,0,0,0
194,ABRADED,0,0,0,0,0,0,0
195,ABRADES,0,0,0,0,0,0,0
196,ABRADING,0,0,0,0,0,0,0
197,ABRASION,0,0,0,0,0,0,0
198,ABRASIONS,0,0,0,0,0,0,0
199,ABRASIVE,0,0,0,0,0,0,0
200,ABRASIVELY,0,0,0,0,0,0,0
201,ABRASIVENESS,0,0,0,0,0,0,0
202,ABRASIVENESSES,0,0,0,0,0,0,0
203,ABRASIVES,0,0,0,0,0,0,0
204,ABREAST,0,0,0,0,0,0,0
205,ABRIDGE,0,0,0,0,0,0,0
206,ABRIDGED,0,0,0,0,0,0,0
207,ABRIDGEMENT,0,0,0,0,0,0,0
208,ABRIDGEMENTS,0,0,0,0,0,0,0
209,ABRIDGES,0,0,0,0,0,0,0
210,ABRIDGING,0,0,0,0,0,0,0
211,ABRIDGMENT,0,0,0,0,0,0,0
212,ABRIDGMENTS,0,0,0,0,0,0,0
213,ABROAD,0,0,0,0,0,0,0
214,ABROGATE,2009,0,0,2009,0,0,0
215,ABROGATED,2009,0,0,2009,0,0,0
216,ABROGATES,2009,0,0,2009,0,0,0
217,ABROGATING,2009,0,0,2009,0,0,0
218,ABROGATION,2009,0,0,2009,0,0,0
219,ABROGATIONS,2009,0,0,2009,0,0,0
220,ABROGATOR,0,0,0,0,0,0,0
221,ABROGATORS,0,0,0,0,0,0,0
222,ABRUPT,2009,0,0,0,0,0,0
223,ABRUPTER,0,0,0,0,0,0,0
224,ABRUPTEST,0,0,0,0,0,0,0
225,ABRUPTLY,2009,0,0,0,0,0,0
226,ABRUPTNESS,2009,0,0,0,0,0,0
227,ABRUPTNESSES,0,0,0,0,0,0,0
228,ABS,0,0,0,0,0,0,0
229,ABSCESS,0,0,0,0,0,0,0
230,ABSCESSED,0,0,0,0,0,0,0
231,ABSCESSES,0,0,0,0,0,0,0
232,ABSCESSING,0,0,0,0,0,0,0
233,ABSCISSA,0,0,0,0,0,0,0
234,ABSCISSAE,0,0,0,0,0,0,0
235,ABSCISSAS,0,0,0,0,0,0,0
236,ABSCISSION,0,0,0,0,0,0,0
237,ABSCISSIONS,0,0,0,0,0,0,0
238,ABSCOND,0,0,0,0,0,0,0
239,ABSCONDED,0,0,0,0,0,0,0
240,ABSCONDER,0,0,0,0,0,0,0
241,ABSCONDERS,0,0,0,0,0,0,0
242,ABSCONDING,0,0,0,0,0,0,0
243,ABSCONDS,0,0,0,0,0,0,0
244,ABSEIL,0,0,0,0,0,0,0
245,ABSEILED,0,0,0,0,0,0,0
246,ABSEILING,0,0,0,0,0,0,0
247,ABSEILS,0,0,0,0,0,0,0
248,ABSENCE,2009,0,0,0,0,0,0
249,ABSENCES,2009,0,0,0,0,0,0
250,ABSENT,0,0,0,0,0,0,0
251,ABSENTED,0,0,0,0,0,0,0
252,ABSENTEE,0,0,0,0,0,0,0
253,ABSENTEEISM,2009,0,0,0,0,0,0
254,ABSENTEEISMS,0,0,0,0,0,0,0
255,ABSENTEES,0,0,0,0,0,0,0
256,ABSENTING,0,0,0,0,0,0,0
257,ABSENTLY,0,0,0,0,0,0,0
258,ABSENTMINDED,0,0,0,0,0,0,0
259,ABSENTMINDEDLY,0,0,0,0,0,0,0
260,ABSENTMINDEDNESS,0,0,0,0,0,0,0
261,ABSENTMINDEDNESSES,0,0,0,0,0,0,0
262,ABSENTS,0,0,0,0,0,0,0
263,ABSINTH,0,0,0,0,0,0,0
264,ABSINTHE,0,0,0,0,0,0,0
265,ABSINTHES,0,0,0,0,0,0,0
266,ABSINTHS,0,0,0,0,0,0,0
267,ABSOLUTE,0,0,0,0,0,0,0
268,ABSOLUTELY,0,0,0,0,0,0,0
269,ABSOLUTENESS,0,0,0,0,0,0,0
270,ABSOLUTENESSES,0,0,0,0,0,0,0
271,ABSOLUTES,0,0,0,0,0,0,0
272,ABSOLUTEST,0,0,0,0,0,0,0
273,ABSOLUTION,0,0,0,0,0,0,0
274,ABSOLUTIONS,0,0,0,0,0,0,0
275,ABSOLUTISM,0,0,0,0,0,0,0
276,ABSOLUTISMS,0,0,0,0,0,0,0
277,ABSOLUTIST,0,0,0,0,0,0,0
278,ABSOLUTISTS,0,0,0,0,0,0,0
279,ABSOLVE,0,0,0,2009,0,0,0
280,ABSOLVED,0,0,0,2009,0,0,0
281,ABSOLVES,0,0,0,2009,0,0,0
282,ABSOLVING,0,0,0,2009,0,0,0
283,ABSORB,0,0,0,0,0,0,0
284,ABSORBABLE,0,0,0,0,0,0,0
285,ABSORBED,0,0,0,0,0,0,0
286,ABSORBENCIES,0,0,0,0,0,0,0
287,ABSORBENCY,0,0,0,0,0,0,0
288,ABSORBENT,0,0,0,0,0,0,0
289,ABSORBENTS,0,0,0,0,0,0,0
290,ABSORBER,0,0,0,0,0,0,0
291,ABSORBERS,0,0,0,0,0,0,0
292,ABSORBING,0,0,0,0,0,0,0
293,ABSORBINGLY,0,0,0,0,0,0,0
294,ABSORBS,0,0,0,0,0,0,0
295,ABSORPTION,0,0,0,0,0,0,0
296,ABSORPTIONS,0,0,0,0,0,0,0
297,ABSORPTIVE,0,0,0,0,0,0,0
298,ABSTAIN,0,0,0,0,0,0,0
299,ABSTAINED,0,0,0,0,0,0,0
300,ABSTAINER,0,0,0,0,0,0,0
301,ABSTAINERS,0,0,0,0,0,0,0
302,ABSTAINING,0,0,0,0,0,0,0
303,ABSTAINS,0,0,0,0,0,0,0
304,ABSTEMIOUS,0,0,0,0,0,0,0
305,ABSTEMIOUSLY,0,0,0,0,0,0,0
306,ABSTEMIOUSNESS,0,0,0,0,0,0,0
307,ABSTEMIOUSNESSES,0,0,0,0,0,0,0
308,ABSTENTION,0,0,0,0,0,0,0
309,ABSTENTIONS,0,0,0,0,0,0,0
310,ABSTINENCE,0,0,0,0,0,0,0
311,ABSTINENCES,0,0,0,0,0,0,0
312,ABSTINENT,0,0,0,0,0,0,0
313,ABSTRACT,0,0,0,0,0,0,0
314,ABSTRACTED,0,0,0,0,0,0,0
315,ABSTRACTEDLY,0,0,0,0,0,0,0
316,ABSTRACTEDNESS,0,0,0,0,0,0,0
317,ABSTRACTEDNESSES,0,0,0,0,0,0,0
318,ABSTRACTING,0,0,0,0,0,0,0
319,ABSTRACTION,0,0,0,0,0,0,0
320,ABSTRACTIONS,0,0,0,0,0,0,0
321,ABSTRACTLY,0,0,0,0,0,0,0
322,ABSTRACTNESS,0,0,0,0,0,0,0
323,ABSTRACTNESSES,0,0,0,0,0,0,0
324,ABSTRACTS,0,0,0,0,0,0,0
325,ABSTRUSE,0,0,0,0,0,0,0
326,ABSTRUSELY,0,0,0,0,0,0,0
327,ABSTRUSENESS,0,0,0,0,0,0,0
328,ABSTRUSENESSES,0,0,0,0,0,0,0
329,ABSURD,0,0,0,0,0,0,0
330,ABSURDER,0,0,0,0,0,0,0
331,ABSURDEST,0,0,0,0,0,0,0
332,ABSURDITIES,0,0,0,0,0,0,0
333,ABSURDITY,0,0,0,0,0,0,0
334,ABSURDLY,0,0,0,0,0,0,0
335,ABSURDNESS,0,0,0,0,0,0,0
336,ABSURDNESSES,0,0,0,0,0,0,0
337,ABUNDANCE,0,2009,0,0,0,0,0
338,ABUNDANCES,0,0,0,0,0,0,0
339,ABUNDANT,0,2009,0,0,0,0,0
340,ABUNDANTLY,0,0,0,0,0,0,0
341,ABUSE,2009,0,0,0,0,0,0
342,ABUSED,2009,0,0,0,0,0,0
343,ABUSER,0,0,0,0,0,0,0
344,ABUSERS,0,0,0,0,0,0,0
345,ABUSES,2009,0,0,0,0,0,0
346,ABUSING,2009,0,0,0,0,0,0
347,ABUSIVE,2009,0,0,0,0,0,0
348,ABUSIVELY,2009,0,0,0,0,0,0
349,ABUSIVENESS,2009,0,0,0,0,0,0
350,ABUSIVENESSES,0,0,0,0,0,0,0
351,ABUT,0,0,0,0,0,0,0
352,ABUTMENT,0,0,0,0,0,0,0
353,ABUTMENTS,0,0,0,0,0,0,0
354,ABUTS,0,0,0,0,0,0,0
355,ABUTTED,0,0,0,0,0,0,0
356,ABUTTING,0,0,0,0,0,0,0
357,ABUZZ,0,0,0,0,0,0,0
358,ABYSMAL,0,0,0,0,0,0,0
359,ABYSMALLY,0,0,0,0,0,0,0
360,ABYSS,0,0,0,0,0,0,0
361,ABYSSAL,0,0,0,0,0,0,0
362,ABYSSES,0,0,0,0,0,0,0
363,ACACIA,0,0,0,0,0,0,0
364,ACACIAS,0,0,0,0,0,0,0
365,ACADEME,0,0,0,0,0,0,0
366,ACADEMES,0,0,0,0,0,0,0
367,ACADEMIA,0,0,0,0,0,0,0
368,ACADEMIAS,0,0,0,0,0,0,0
369,ACADEMIC,0,0,0,0,0,0,0
370,ACADEMICALLY,0,0,0,0,0,0,0
371,ACADEMICIAN,0,0,0,0,0,0,0
372,ACADEMICIANS,0,0,0,0,0,0,0
373,ACADEMICS,0,0,0,0,0,0,0
374,ACADEMIES,0,0,0,0,0,0,0
375,ACADEMY,0,0,0,0,0,0,0
376,ACANTHI,0,0,0,0,0,0,0
377,ACANTHUS,0,0,0,0,0,0,0
378,ACANTHUSES,0,0,0,0,0,0,0
379,ACCEDE,0,0,0,0,0,0,0
380,ACCEDED,0,0,0,0,0,0,0
381,ACCEDES,0,0,0,0,0,0,0
382,ACCEDING,0,0,0,0,0,0,0
383,ACCELERANT,0,0,0,0,0,0,0
384,ACCELERATE,0,0,0,0,0,0,0
385,ACCELERATED,0,0,0,0,0,0,0
386,ACCELERATES,0,0,0,0,0,0,0
387,ACCELERATING,0,0,0,0,0,0,0
388,ACCELERATION,0,0,0,0,0,0,0
389,ACCELERATIONS,0,0,0,0,0,0,0
390,ACCELERATOR,0,0,0,0,0,0,0
391,ACCELERATORS,0,0,0,0,0,0,0
392,ACCELEROMETER,0,0,0,0,0,0,0
393,ACCENT,0,0,0,0,0,0,0
394,ACCENTED,0,0,0,0,0,0,0
395,ACCENTING,0,0,0,0,0,0,0
396,ACCENTS,0,0,0,0,0,0,0
397,ACCENTUAL,0,0,0,0,0,0,0
398,ACCENTUATE,0,0,0,0,0,0,0
399,ACCENTUATED,0,0,0,0,0,0,0
400,ACCENTUATES,0,0,0,0,0,0,0
401,ACCENTUATING,0,0,0,0,0,0,0
402,ACCENTUATION,0,0,0,0,0,0,0
403,ACCENTUATIONS,0,0,0,0,0,0,0
404,ACCEPT,0,0,0,0,0,0,0
405,ACCEPTABILITIES,0,0,0,0,0,0,0
406,ACCEPTABILITY,0,0,0,0,0,0,0
407,ACCEPTABLE,0,0,0,0,0,0,0
408,ACCEPTABLENESS,0,0,0,0,0,0,0
409,ACCEPTABLENESSES,0,0,0,0,0,0,0
410,ACCEPTABLY,0,0,0,0,0,0,0
411,ACCEPTANCE,0,0,0,0,0,0,0
412,ACCEPTANCES,0,0,0,0,0,0,0
413,ACCEPTATION,0,0,0,0,0,0,0
414,ACCEPTATIONS,0,0,0,0,0,0,0
415,ACCEPTED,0,0,0,0,0,0,0
416,ACCEPTING,0,0,0,0,0,0,0
417,ACCEPTOR,0,0,0,0,0,0,0
418,ACCEPTS,0,0,0,0,0,0,0
419,ACCESS,0,0,0,0,0,0,0
420,ACCESSED,0,0,0,0,0,0,0
421,ACCESSES,0,0,0,0,0,0,0
422,ACCESSIBILITIES,0,0,0,0,0,0,0
423,ACCESSIBILITY,0,0,0,0,0,0,0
424,ACCESSIBLE,0,0,0,0,0,0,0
425,ACCESSIBLY,0,0,0,0,0,0,0
426,ACCESSING,0,0,0,0,0,0,0
427,ACCESSION,0,0,0,2009,0,0,0
428,ACCESSIONS,0,0,0,2009,0,0,0
429,ACCESSORIES,0,0,0,0,0,0,0
430,ACCESSORIZE,0,0,0,0,0,0,0
431,ACCESSORY,0,0,0,0,0,0,0
432,ACCESSWAYS,0,0,0,0,0,0,0
433,ACCIDENT,2009,0,0,0,0,0,0
434,ACCIDENTAL,2009,0,0,0,0,0,0
435,ACCIDENTALLY,2009,0,0,0,0,0,0
436,ACCIDENTALS,0,0,0,0,0,0,0
437,ACCIDENTS,2009,0,0,0,0,0,0
438,ACCLAIM,0,0,0,0,0,0,0
439,ACCLAIMED,0,2009,0,0,0,0,0
440,ACCLAIMING,0,0,0,0,0,0,0
441,ACCLAIMS,0,0,0,0,0,0,0
442,ACCLAMATION,0,0,0,0,0,0,0
443,ACCLAMATIONS,0,0,0,0,0,0,0
444,ACCLIMATE,0,0,0,0,0,0,0
445,ACCLIMATED,0,0,0,0,0,0,0
446,ACCLIMATES,0,0,0,0,0,0,0
447,ACCLIMATING,0,0,0,0,0,0,0
448,ACCLIMATION,0,0,0,0,0,0,0
449,ACCLIMATIONS,0,0,0,0,0,0,0
450,ACCLIMATIZATION,0,0,0,0,0,0,0
451,ACCLIMATIZATIONS,0,0,0,0,0,0,0
452,ACCLIMATIZE,0,0,0,0,0,0,0
453,ACCLIMATIZED,0,0,0,0,0,0,0
454,ACCLIMATIZES,0,0,0,0,0,0,0
455,ACCLIMATIZING,0,0,0,0,0,0,0
456,ACCLIVITIES,0,0,0,0,0,0,0
457,ACCLIVITY,0,0,0,0,0,0,0
458,ACCOLADE,0,0,0,0,0,0,0
459,ACCOLADES,0,0,0,0,0,0,0
460,ACCOMMODATE,0,0,0,0,0,0,0
461,ACCOMMODATED,0,0,0,0,0,0,0
462,ACCOMMODATES,0,0,0,0,0,0,0
463,ACCOMMODATING,0,0,0,0,0,0,0
464,ACCOMMODATINGLY,0,0,0,0,0,0,0
465,ACCOMMODATION,0,0,0,0,0,0,0
466,ACCOMMODATIONS,0,0,0,0,0,0,0
467,ACCOMMODATIVE,0,0,0,0,0,0,0
468,ACCOMPANIED,0,0,0,0,0,0,0
469,ACCOMPANIES,0,0,0,0,0,0,0
470,ACCOMPANIMENT,0,0,0,0,0,0,0
471,ACCOMPANIMENTS,0,0,0,0,0,0,0
472,ACCOMPANIST,0,0,0,0,0,0,0
473,ACCOMPANISTS,0,0,0,0,0,0,0
474,ACCOMPANY,0,0,0,0,0,0,0
475,ACCOMPANYING,0,0,0,0,0,0,0
476,ACCOMPLICE,0,0,0,0,0,0,0
477,ACCOMPLICES,0,0,0,0,0,0,0
478,ACCOMPLISH,0,2009,0,0,0,0,0
479,ACCOMPLISHED,0,2009,0,0,0,0,0
480,ACCOMPLISHES,0,2009,0,0,0,0,0
481,ACCOMPLISHING,0,2009,0,0,0,0,0
482,ACCOMPLISHMENT,0,2009,0,0,0,0,0
483,ACCOMPLISHMENTS,0,2009,0,0,0,0,0
484,ACCORD,0,0,0,0,0,0,0
485,ACCORDANCE,0,0,0,0,0,0,0
486,ACCORDANCES,0,0,0,0,0,0,0
487,ACCORDANT,0,0,0,0,0,0,0
488,ACCORDED,0,0,0,0,0,0,0
489,ACCORDING,0,0,0,0,0,0,0
490,ACCORDINGLY,0,0,0,0,0,0,0
491,ACCORDION,0,0,0,0,0,0,0
492,ACCORDIONIST,0,0,0,0,0,0,0
493,ACCORDIONISTS,0,0,0,0,0,0,0
494,ACCORDIONS,0,0,0,0,0,0,0
495,ACCORDS,0,0,0,0,0,0,0
496,ACCOST,0,0,0,0,0,0,0
497,ACCOSTED,0,0,0,0,0,0,0
498,ACCOSTING,0,0,0,0,0,0,0
499,ACCOSTS,0,0,0,0,0,0,0
500,ACCOUNT,0,0,0,0,0,0,0
501,ACCOUNTABILITIES,0,0,0,0,0,0,0
502,ACCOUNTABILITY,0,0,0,0,0,0,0
503,ACCOUNTABLE,0,0,0,0,0,0,0
504,ACCOUNTANCIES,0,0,0,0,0,0,0
505,ACCOUNTANCY,0,0,0,0,0,0,0
506,ACCOUNTANT,0,0,0,0,0,0,0
507,ACCOUNTANTS,0,0,0,0,0,0,0
508,ACCOUNTED,0,0,0,0,0,0,0
509,ACCOUNTHOLDER,0,0,0,0,0,0,0
510,ACCOUNTHOLDERS,0,0,0,0,0,0,0
511,ACCOUNTING,0,0,0,0,0,0,0
512,ACCOUNTINGS,0,0,0,0,0,0,0
513,ACCOUNTS,0,0,0,0,0,0,0
514,ACCOUTER,0,0,0,0,0,0,0
515,ACCOUTERED,0,0,0,0,0,0,0
516,ACCOUTERING,0,0,0,0,0,0,0
517,ACCOUTERMENTS,0,0,0,0,0,0,0
518,ACCOUTERS,0,0,0,0,0,0,0
519,ACCOUTRE,0,0,0,0,0,0,0
520,ACCOUTRED,0,0,0,0,0,0,0
521,ACCOUTREMENTS,0,0,0,0,0,0,0
522,ACCOUTRES,0,0,0,0,0,0,0
523,ACCOUTRING,0,0,0,0,0,0,0
524,ACCREDIT,0,0,0,0,0,0,0
525,ACCREDITATION,0,0,0,0,0,0,0
526,ACCREDITATIONS,0,0,0,0,0,0,0
527,ACCREDITED,0,0,0,0,0,0,0
528,ACCREDITING,0,0,0,0,0,0,0
529,ACCREDITOR,0,0,0,0,0,0,0
530,ACCREDITORS,0,0,0,0,0,0,0
531,ACCREDITS,0,0,0,0,0,0,0
532,ACCRETABLE,0,0,0,0,0,0,0
533,ACCRETE,0,0,0,0,0,0,0
534,ACCRETED,0,0,0,0,0,0,0
535,ACCRETES,0,0,0,0,0,0,0
536,ACCRETING,0,0,0,0,0,0,0
537,ACCRETION,0,0,0,0,0,0,0
538,ACCRETIONARY,0,0,0,0,0,0,0
539,ACCRETIONS,0,0,0,0,0,0,0
540,ACCRETIVE,0,0,0,0,0,0,0
541,ACCRETIVELY,0,0,0,0,0,0,0
542,ACCRETIVENESS,0,0,0,0,0,0,0
543,ACCRUABLE,0,0,0,0,0,0,0
544,ACCRUAL,0,0,0,0,0,0,0
545,ACCRUALS,0,0,0,0,0,0,0
546,ACCRUE,0,0,0,0,0,0,0
547,ACCRUED,0,0,0,0,0,0,0
548,ACCRUES,0,0,0,0,0,0,0
549,ACCRUING,0,0,0,0,0,0,0
550,ACCULTURATE,0,0,0,0,0,0,0
551,ACCULTURATED,0,0,0,0,0,0,0
552,ACCULTURATES,0,0,0,0,0,0,0
553,ACCULTURATING,0,0,0,0,0,0,0
554,ACCULTURATION,0,0,0,0,0,0,0
555,ACCULTURATIONS,0,0,0,0,0,0,0
556,ACCUMULATE,0,0,0,0,0,0,0
557,ACCUMULATED,0,0,0,0,0,0,0
558,ACCUMULATES,0,0,0,0,0,0,0
559,ACCUMULATING,0,0,0,0,0,0,0
560,ACCUMULATION,0,0,0,0,0,0,0
561,ACCUMULATIONS,0,0,0,0,0,0,0
562,ACCUMULATIVE,0,0,0,0,0,0,0
563,ACCUMULATOR,0,0,0,0,0,0,0
564,ACCUMULATORS,0,0,0,0,0,0,0
565,ACCURACIES,0,0,0,0,0,0,0
