id,risk_word_count,risk_word_density,risk_word_flag,distress_debt_pressure_count,distress_liquidity_shortage_count,distress_medical_life_shock_count,distress_refinancing_burden_count
1046204,0,0.0,0,0,0,0,0
1067794,1,0.25,1,1,0,0,0
1067816,0,0.0,0,0,0,0,0
1068018,0,0.0,0,0,0,0,0
1052996,0,0.0,0,0,0,0,0
1067818,0,0.0,0,0,0,0,0
1064842,0,0.0,0,0,0,0,0
1067109,3,0.2,1,3,0,0,0
1067971,12,0.09448818897637795,1,11,1,0,0
1057518,0,0.0,0,0,0,0,0
1067473,5,0.045454545454545456,1,4,1,0,0
1062177,0,0.0,0,0,0,0,0
1067447,0,0.0,0,0,0,0,0
1059412,2,0.08695652173913043,1,2,0,0,0
1062608,0,0.0,0,0,0,0,0
1067664,4,0.2222222222222222,1,4,0,0,0
1067441,1,0.011111111111111112,1,1,0,0,0
1067654,4,0.21052631578947367,1,4,0,0,0
1067644,7,0.23333333333333334,1,7,0,0,0
1062288,0,0.0,0,0,0,0,0
1067434,0,0.0,0,0,0,0,0
1067601,3,0.02727272727272727,1,3,0,0,0
1067579,5,0.125,1,4,1,0,0
1067563,0,0.0,0,0,0,0,0
1067152,5,0.08771929824561403,1,3,1,0,1
1062471,6,0.07792207792207792,1,4,1,1,0
1066842,0,0.0,0,0,0,0,0
1067126,0,0.0,0,0,0,0,0
1067326,8,0.09302325581395349,1,6,1,1,0
1066789,3,0.05172413793103448,1,3,0,0,0
1067324,0,0.0,0,0,0,0,0
1067102,0,0.0,0,0,0,0,0
1046969,3,0.016304347826086956,1,3,0,0,0
1067084,0,0.0,0,0,0,0,0
1067090,0,0.0,0,0,0,0,0
1060875,1,0.1,1,1,0,0,0
1067265,2,0.047619047619047616,1,2,0,0,0
1067287,0,0.0,0,0,0,0,0
1067066,0,0.0,0,0,0,0,0
1067283,11,0.09734513274336283,1,10,0,1,0
1067266,3,0.023622047244094488,1,0,1,1,1
1066635,3,0.04918032786885246,1,3,0,0,0
1067026,4,0.04597701149425287,1,4,0,0,0
1067038,0,0.0,0,0,0,0,0
1067030,0,0.0,0,0,0,0,0
1065350,3,0.08108108108108109,1,3,0,0,0
1067028,4,0.5714285714285714,1,4,0,0,0
1061877,0,0.0,0,0,0,0,0
1067018,0,0.0,0,0,0,0,0
1067223,0,0.0,0,0,0,0,0
1067004,0,0.0,0,0,0,0,0
1031265,4,0.13793103448275862,1,4,0,0,0
1066835,0,0.0,0,0,0,0,0
1067181,1,0.045454545454545456,1,1,0,0,0
1067179,0,0.0,0,0,0,0,0
1067172,11,0.15492957746478872,1,7,3,0,1
1066712,0,0.0,0,0,0,0,0
1066706,0,0.0,0,0,0,0,0
1066836,1,0.02,1,0,0,1,0
1066826,0,0.0,0,0,0,0,0
1063280,0,0.0,0,0,0,0,0
1057447,9,0.1323529411764706,1,7,2,0,0
1040867,0,0.0,0,0,0,0,0
1065232,7,0.09090909090909091,1,6,1,0,0
1052492,0,0.0,0,0,0,0,0
1066664,11,0.2894736842105263,1,9,2,0,0
1066659,0,0.0,0,0,0,0,0
1066763,0,0.0,0,0,0,0,0
1066798,1,0.016129032258064516,1,1,0,0,0
1066639,0,0.0,0,0,0,0,0
1066633,3,1.0,1,3,0,0,0
1060644,10,0.14705882352941177,1,9,0,1,0
1066766,0,0.0,0,0,0,0,0
1066613,5,0.13513513513513514,1,4,0,1,0
1065648,0,0.0,0,0,0,0,0
1066768,0,0.0,0,0,0,0,0
1066617,1,0.3333333333333333,1,1,0,0,0
1062015,0,0.0,0,0,0,0,0
1066598,5,0.1724137931034483,1,5,0,0,0
1066503,3,0.047619047619047616,1,2,1,0,0
1066530,0,0.0,0,0,0,0,0
1066520,0,0.0,0,0,0,0,0
1065929,1,0.0625,1,0,1,0,0
1066582,0,0.0,0,0,0,0,0
1066348,1,0.037037037037037035,1,1,0,0,0
1061430,0,0.0,0,0,0,0,0
1061519,8,0.0963855421686747,1,8,0,0,0
1066344,0,0.0,0,0,0,0,0
1066480,0,0.0,0,0,0,0,0
1066471,0,0.0,0,0,0,0,0
1064063,3,0.05454545454545454,1,3,0,0,0
1066318,0,0.0,0,0,0,0,0
1066453,3,0.10344827586206896,1,3,0,0,0
1063090,2,0.05405405405405406,1,2,0,0,0
1061406,0,0.0,0,0,0,0,0
1066278,4,0.056338028169014086,1,4,0,0,0
1066281,6,0.08695652173913043,1,6,0,0,0
1066434,0,0.0,0,0,0,0,0
1048526,0,0.0,0,0,0,0,0
1028566,0,0.0,0,0,0,0,0
1066424,0,0.0,0,0,0,0,0
1066212,4,0.2,1,4,0,0,0
1066232,0,0.0,0,0,0,0,0
1056219,1,0.14285714285714285,1,1,0,0,0
1066199,3,0.036585365853658534,1,0,3,0,0
1060851,4,0.030534351145038167,1,2,1,1,0
972383,0,0.0,0,0,0,0,0
1066191,0,0.0,0,0,0,0,0
1066173,0,0.0,0,0,0,0,0
1066379,0,0.0,0,0,0,0,0
1066364,4,0.0851063829787234,1,2,1,1,0
1066140,0,0.0,0,0,0,0,0
1066171,10,0.054945054945054944,1,9,1,0,0
1066162,4,0.4,1,4,0,0,0
1040154,0,0.0,0,0,0,0,0
1066155,14,0.11382113821138211,1,13,1,0,0
1065382,0,0.0,0,0,0,0,0
1065932,0,0.0,0,0,0,0,0
1065936,0,0.0,0,0,0,0,0
1066112,1,0.012195121951219513,1,1,0,0,0
1066084,0,0.0,0,0,0,0,0
1065896,2,0.037037037037037035,1,1,1,0,0
1066065,0,0.0,0,0,0,0,0
1066071,0,0.0,0,0,0,0,0
1062094,0,0.0,0,0,0,0,0
1061154,2,0.05555555555555555,1,2,0,0,0
1066061,0,0.0,0,0,0,0,0
1065863,0,0.0,0,0,0,0,0
1065862,1,0.16666666666666666,1,1,0,0,0
1065854,6,0.0759493670886076,1,6,0,0,0
1065145,0,0.0,0,0,0,0,0
1062260,0,0.0,0,0,0,0,0
1065842,5,0.45454545454545453,1,5,0,0,0
1066018,1,0.16666666666666666,1,1,0,0,0
1049352,0,0.0,0,0,0,0,0
1066016,5,0.049019607843137254,1,5,0,0,0
1065997,1,0.1,1,1,0,0,0
1061891,0,0.0,0,0,0,0,0
1065752,0,0.0,0,0,0,0,0
1063126,0,0.0,0,0,0,0,0
1065738,0,0.0,0,0,0,0,0
1061467,0,0.0,0,0,0,0,0
1065721,3,0.06382978723404255,1,2,1,0,0
1065717,6,0.46153846153846156,1,6,0,0,0
1065026,0,0.0,0,0,0,0,0
1065513,0,0.0,0,0,0,0,0
1065698,0,0.0,0,0,0,0,0
1065681,7,0.08139534883720931,1,7,0,0,0
1061788,3,0.007537688442211055,1,1,1,1,0
1065484,1,0.017241379310344827,1,0,0,1,0
1061681,3,0.42857142857142855,1,3,0,0,0
1065661,13,0.10077519379844961,1,10,1,2,0
1065663,0,0.0,0,0,0,0,0
1065480,0,0.0,0,0,0,0,0
1065658,0,0.0,0,0,0,0,0
1065447,4,0.07407407407407407,1,4,0,0,0
1065470,3,0.043478260869565216,1,2,1,0,0
1065467,0,0.0,0,0,0,0,0
1065649,5,0.09433962264150944,1,5,0,0,0
1065430,0,0.0,0,0,0,0,0
1059462,0,0.0,0,0,0,0,0
1064102,0,0.0,0,0,0,0,0
1062399,0,0.0,0,0,0,0,0
1065572,0,0.0,0,0,0,0,0
1065567,3,0.08333333333333333,1,3,0,0,0
1065342,5,1.0,1,5,0,0,0
1065355,0,0.0,0,0,0,0,0
1058717,1,0.07692307692307693,1,1,0,0,0
1065348,0,0.0,0,0,0,0,0
890389,2,0.021052631578947368,1,2,0,0,0
1065142,0,0.0,0,0,0,0,0
1065320,0,0.0,0,0,0,0,0
1065304,1,0.09090909090909091,1,1,0,0,0
1065180,15,0.22388059701492538,1,8,3,4,0
1065298,3,0.07692307692307693,1,3,0,0,0
1064904,4,0.07692307692307693,1,3,0,1,0
1064696,5,0.14705882352941177,1,5,0,0,0
977277,0,0.0,0,0,0,0,0
1065260,0,0.0,0,0,0,0,0
1059734,4,0.05333333333333334,1,4,0,0,0
1065110,4,0.0625,1,4,0,0,0
1047987,0,0.0,0,0,0,0,0
1065104,0,0.0,0,0,0,0,0
1065103,0,0.0,0,0,0,0,0
1065254,0,0.0,0,0,0,0,0
1064873,5,1.0,1,5,0,0,0
1065244,0,0.0,0,0,0,0,0
1064969,6,0.09230769230769231,1,6,0,0,0
1059620,2,0.06896551724137931,1,2,0,0,0
1032978,0,0.0,0,0,0,0,0
1065234,3,0.13636363636363635,1,3,0,0,0
1064958,2,0.03076923076923077,1,1,1,0,0
1065196,0,0.0,0,0,0,0,0
1065199,0,0.0,0,0,0,0,0
1065195,5,0.09433962264150944,1,5,0,0,0
1065020,0,0.0,0,0,0,0,0
1065016,3,0.2,1,3,0,0,0
1064924,0,0.0,0,0,0,0,0
1064940,0,0.0,0,0,0,0,0
1064932,0,0.0,0,0,0,0,0
1062248,3,0.3333333333333333,1,3,0,0,0
1064985,6,0.047619047619047616,1,5,1,0,0
1064926,0,0.0,0,0,0,0,0
1064908,1,0.07692307692307693,1,1,0,0,0
1059118,3,0.08108108108108109,1,3,0,0,0
1064897,0,0.0,0,0,0,0,0
1064754,2,0.09090909090909091,1,2,0,0,0
1060082,0,0.0,0,0,0,0,0
1064736,7,0.08860759493670886,1,7,0,0,0
1064727,0,0.0,0,0,0,0,0
1042668,4,0.06779661016949153,1,2,2,0,0
1064862,0,0.0,0,0,0,0,0
1064711,0,0.0,0,0,0,0,0
1032875,0,0.0,0,0,0,0,0
1064830,0,0.0,0,0,0,0,0
1064681,5,0.15151515151515152,1,5,0,0,0
1064383,0,0.0,0,0,0,0,0
1064675,1,0.05263157894736842,1,1,0,0,0
1064666,0,0.0,0,0,0,0,0
1064639,3,0.15,1,3,0,0,0
1064636,2,0.02127659574468085,1,2,0,0,0
1064805,0,0.0,0,0,0,0,0
1064635,0,0.0,0,0,0,0,0
1064793,0,0.0,0,0,0,0,0
1056865,8,0.05925925925925926,1,5,3,0,0
1064783,9,0.6,1,9,0,0,0
1064623,0,0.0,0,0,0,0,0
1064792,9,0.08108108108108109,1,7,1,1,0
1062701,1,0.043478260869565216,1,1,0,0,0
1064781,2,0.043478260869565216,1,2,0,0,0
1064774,0,0.0,0,0,0,0,0
1053765,1,0.015384615384615385,1,1,0,0,0
1064608,4,0.1111111111111111,1,3,0,1,0
1064589,0,0.0,0,0,0,0,0
1064558,25,0.07246376811594203,1,17,4,4,0
1064585,0,0.0,0,0,0,0,0
1064548,0,0.0,0,0,0,0,0
1064462,0,0.0,0,0,0,0,0
1064582,0,0.0,0,0,0,0,0
1064579,0,0.0,0,0,0,0,0
1046511,5,0.08333333333333333,1,5,0,0,0
1029191,6,0.1,1,6,0,0,0
1064527,0,0.0,0,0,0,0,0
1064567,4,0.16666666666666666,1,4,0,0,0
1064500,1,0.25,1,1,0,0,0
1063899,0,0.0,0,0,0,0,0
1057598,2,0.03333333333333333,1,1,0,1,0
1052002,0,0.0,0,0,0,0,0
1064323,1,0.05,1,1,0,0,0
1064317,0,0.0,0,0,0,0,0
1064471,0,0.0,0,0,0,0,0
1060374,2,0.05714285714285714,1,2,0,0,0
1064452,0,0.0,0,0,0,0,0
1064453,0,0.0,0,0,0,0,0
1064284,0,0.0,0,0,0,0,0
1063081,0,0.0,0,0,0,0,0
1064251,0,0.0,0,0,0,0,0
1064407,0,0.0,0,0,0,0,0
1035800,0,0.0,0,0,0,0,0
1063678,0,0.0,0,0,0,0,0
1059751,0,0.0,0,0,0,0,0
1064386,0,0.0,0,0,0,0,0
1055800,0,0.0,0,0,0,0,0
1064221,3,0.10344827586206896,1,2,0,1,0
1064210,0,0.0,0,0,0,0,0
1064209,1,0.07692307692307693,1,1,0,0,0
1064366,0,0.0,0,0,0,0,0
1064216,2,0.03225806451612903,1,2,0,0,0
1064150,0,0.0,0,0,0,0,0
1056864,3,0.42857142857142855,1,3,0,0,0
1064146,0,0.0,0,0,0,0,0
1064183,0,0.0,0,0,0,0,0
1064185,6,0.06666666666666667,1,2,2,2,0
1064126,0,0.0,0,0,0,0,0
1029473,3,1.0,1,3,0,0,0
1057239,0,0.0,0,0,0,0,0
1064128,0,0.0,0,0,0,0,0
1063949,0,0.0,0,0,0,0,0
1064166,4,0.16,1,4,0,0,0
1064133,3,0.03614457831325301,1,3,0,0,0
1064094,0,0.0,0,0,0,0,0
1063505,3,0.06818181818181818,1,3,0,0,0
1063528,0,0.0,0,0,0,0,0
1063912,4,0.19047619047619047,1,4,0,0,0
1064082,0,0.0,0,0,0,0,0
1063892,5,0.11904761904761904,1,5,0,0,0
1064061,0,0.0,0,0,0,0,0
1063876,3,0.11538461538461539,1,3,0,0,0
1042841,0,0.0,0,0,0,0,0
1063864,1,0.02702702702702703,1,1,0,0,0
1064051,0,0.0,0,0,0,0,0
1063847,0,0.0,0,0,0,0,0
1062833,3,0.375,1,3,0,0,0
1062032,0,0.0,0,0,0,0,0
1063843,14,0.11570247933884298,1,14,0,0,0
1063828,10,0.1,1,10,0,0,0
1064006,0,0.0,0,0,0,0,0
1063729,0,0.0,0,0,0,0,0
1062625,0,0.0,0,0,0,0,0
1062070,1,0.16666666666666666,1,1,0,0,0
1063964,0,0.0,0,0,0,0,0
1063804,2,0.15384615384615385,1,2,0,0,0
1063751,2,0.019417475728155338,1,2,0,0,0
1063982,0,0.0,0,0,0,0,0
1063972,1,0.3333333333333333,1,1,0,0,0
1063785,0,0.0,0,0,0,0,0
1063788,1,0.043478260869565216,1,1,0,0,0
1063485,0,0.0,0,0,0,0,0
1063781,0,0.0,0,0,0,0,0
1057766,0,0.0,0,0,0,0,0
1062818,4,0.14814814814814814,1,3,1,0,0
1042037,5,0.04,1,5,0,0,0
1063518,3,0.08108108108108109,1,3,0,0,0
1063515,0,0.0,0,0,0,0,0
1063524,0,0.0,0,0,0,0,0
1063519,3,0.041666666666666664,1,2,1,0,0
1063521,4,0.04938271604938271,1,4,0,0,0
984879,0,0.0,0,0,0,0,0
1063509,12,0.055299539170506916,1,7,4,1,0
1063693,0,0.0,0,0,0,0,0
1063700,2,0.1,1,2,0,0,0
1056934,0,0.0,0,0,0,0,0
1063246,2,0.03571428571428571,1,2,0,0,0
1057424,4,0.12121212121212122,1,4,0,0,0
1063680,0,0.0,0,0,0,0,0
1063679,3,1.0,1,3,0,0,0
1063034,0,0.0,0,0,0,0,0
1063448,0,0.0,0,0,0,0,0
1063431,0,0.0,0,0,0,0,0
1060804,8,0.08421052631578947,1,7,1,0,0
1027771,7,0.056,1,5,1,0,1
1063653,0,0.0,0,0,0,0,0
1063421,0,0.0,0,0,0,0,0
1062855,2,0.05405405405405406,1,0,0,2,0
1062490,0,0.0,0,0,0,0,0
1063626,4,0.125,1,4,0,0,0
1063407,9,0.03409090909090909,1,1,2,5,1
1063609,3,0.046875,1,0,0,3,0
1063602,0,0.0,0,0,0,0,0
1063393,5,0.0364963503649635,1,5,0,0,0
1063388,3,0.16666666666666666,1,3,0,0,0
1063582,0,0.0,0,0,0,0,0
988402,2,0.01015228426395939,1,2,0,0,0
1063564,1,0.25,1,1,0,0,0
1063121,0,0.0,0,0,0,0,0
1063275,0,0.0,0,0,0,0,0
1057756,0,0.0,0,0,0,0,0
1059960,0,0.0,0,0,0,0,0
1059525,3,0.375,1,3,0,0,0
1062577,5,0.049019607843137254,1,5,0,0,0
1053188,3,0.09375,1,2,1,0,0
1063098,0,0.0,0,0,0,0,0
1063238,0,0.0,0,0,0,0,0
1062043,0,0.0,0,0,0,0,0
1063228,0,0.0,0,0,0,0,0
1039993,0,0.0,0,0,0,0,0
1063197,0,0.0,0,0,0,0,0
1063069,0,0.0,0,0,0,0,0
1063062,0,0.0,0,0,0,0,0
1063199,12,0.09917355371900827,1,9,2,1,0
1063187,0,0.0,0,0,0,0,0
1063040,3,0.3333333333333333,1,3,0,0,0
1063020,0,0.0,0,0,0,0,0
1062929,3,0.08571428571428572,1,2,1,0,0
1063003,0,0.0,0,0,0,0,0
1063001,1,0.030303030303030304,1,0,0,1,0
1062997,0,0.0,0,0,0,0,0
1061315,31,0.28703703703703703,1,24,6,1,0
1062808,0,0.0,0,0,0,0,0
1062918,0,0.0,0,0,0,0,0
1062983,5,0.13157894736842105,1,4,1,0,0
1061530,0,0.0,0,0,0,0,0
1035958,2,0.07692307692307693,1,2,0,0,0
1062894,3,0.10714285714285714,1,3,0,0,0
1062895,0,0.0,0,0,0,0,0
1062976,0,0.0,0,0,0,0,0
1061972,0,0.0,0,0,0,0,0
1062897,0,0.0,0,0,0,0,0
1062857,3,0.08108108108108109,1,3,0,0,0
1059828,5,0.04201680672268908,1,2,3,0,0
1059486,5,0.060240963855421686,1,5,0,0,0
1062887,5,1.0,1,5,0,0,0
1062851,9,0.0989010989010989,1,9,0,0,0
1062756,2,0.029411764705882353,1,2,0,0,0
1062844,0,0.0,0,0,0,0,0
1062753,7,0.06363636363636363,1,6,1,0,0
1062873,4,0.4,1,4,0,0,0
1062860,1,0.25,1,1,0,0,0
1062738,15,0.06172839506172839,1,13,1,0,1
1062864,2,0.07142857142857142,1,2,0,0,0
1062734,0,0.0,0,0,0,0,0
1052370,5,0.13157894736842105,1,5,0,0,0
1058564,1,0.022727272727272728,1,1,0,0,0
1062584,2,0.06060606060606061,1,2,0,0,0
1062253,12,0.08695652173913043,1,12,0,0,0
1062795,9,0.09375,1,8,1,0,0
1062614,0,0.0,0,0,0,0,0
1061378,4,0.05,1,4,0,0,0
1062781,0,0.0,0,0,0,0,0
1023158,2,0.07142857142857142,1,2,0,0,0
1062654,0,0.0,0,0,0,0,0
1062665,0,0.0,0,0,0,0,0
1062555,1,0.025,1,1,0,0,0
1062606,0,0.0,0,0,0,0,0
1062643,0,0.0,0,0,0,0,0
1062535,0,0.0,0,0,0,0,0
1062536,0,0.0,0,0,0,0,0
765927,2,0.06666666666666667,1,2,0,0,0
1031451,0,0.0,0,0,0,0,0
1062612,0,0.0,0,0,0,0,0
1062510,0,0.0,0,0,0,0,0
1062508,6,0.10344827586206896,1,6,0,0,0
1036838,0,0.0,0,0,0,0,0
1062478,22,0.06567164179104477,1,19,3,0,0
1055974,7,0.09722222222222222,1,7,0,0,0
1062462,2,0.04878048780487805,1,1,1,0,0
1062458,2,0.18181818181818182,1,2,0,0,0
1062454,4,0.5,1,4,0,0,0
1060762,1,0.01639344262295082,1,1,0,0,0
1062564,0,0.0,0,0,0,0,0
1061570,0,0.0,0,0,0,0,0
1062418,0,0.0,0,0,0,0,0
1062413,5,0.5,1,3,0,2,0
1062330,4,0.8,1,4,0,0,0
1062414,0,0.0,0,0,0,0,0
1060966,0,0.0,0,0,0,0,0
1062401,4,0.12903225806451613,1,4,0,0,0
1057454,0,0.0,0,0,0,0,0
1062179,0,0.0,0,0,0,0,0
1062293,0,0.0,0,0,0,0,0
1062384,5,0.17857142857142858,1,1,1,3,0
1031348,3,0.75,1,0,0,3,0
1062268,1,0.16666666666666666,1,1,0,0,0
1062161,0,0.0,0,0,0,0,0
1062369,5,0.04201680672268908,1,5,0,0,0
1061409,0,0.0,0,0,0,0,0
1061705,0,0.0,0,0,0,0,0
1062146,0,0.0,0,0,0,0,0
1058699,0,0.0,0,0,0,0,0
1062150,1,0.07692307692307693,1,0,1,0,0
1062257,0,0.0,0,0,0,0,0
1061420,5,0.06329113924050633,1,3,1,1,0
1062250,2,0.06896551724137931,1,2,0,0,0
1020855,0,0.0,0,0,0,0,0
997521,0,0.0,0,0,0,0,0
1058624,1,0.014084507042253521,1,1,0,0,0
1062232,5,0.1111111111111111,1,5,0,0,0
1062235,0,0.0,0,0,0,0,0
1060429,4,0.058823529411764705,1,2,0,2,0
1062102,0,0.0,0,0,0,0,0
1060885,4,0.4444444444444444,1,4,0,0,0
1060630,2,0.04081632653061224,1,2,0,0,0
1062192,2,0.08,1,2,0,0,0
1059016,0,0.0,0,0,0,0,0
1056174,0,0.0,0,0,0,0,0
1062045,2,0.045454545454545456,1,1,1,0,0
1059395,0,0.0,0,0,0,0,0
1062012,0,0.0,0,0,0,0,0
1061941,7,0.05343511450381679,1,7,0,0,0
1031266,0,0.0,0,0,0,0,0
1061975,0,0.0,0,0,0,0,0
1061914,3,0.07317073170731707,1,3,0,0,0
1061750,0,0.0,0,0,0,0,0
1061741,1,0.02,1,1,0,0,0
1061747,8,0.049079754601226995,1,8,0,0,0
1040188,0,0.0,0,0,0,0,0
1057749,0,0.0,0,0,0,0,0
1061721,8,0.16326530612244897,1,6,1,1,0
1061869,0,0.0,0,0,0,0,0
1060650,0,0.0,0,0,0,0,0
1059701,0,0.0,0,0,0,0,0
1061842,0,0.0,0,0,0,0,0
1061837,1,0.010526315789473684,1,0,1,0,0
1057272,3,0.06666666666666667,1,3,0,0,0
1061675,6,0.06896551724137931,1,5,1,0,0
1061661,0,0.0,0,0,0,0,0
1061656,0,0.0,0,0,0,0,0
1061776,2,0.024691358024691357,1,2,0,0,0
1061767,0,0.0,0,0,0,0,0
1052746,0,0.0,0,0,0,0,0
1061643,0,0.0,0,0,0,0,0
1061785,0,0.0,0,0,0,0,0
1061623,0,0.0,0,0,0,0,0
1030795,0,0.0,0,0,0,0,0
1061598,0,0.0,0,0,0,0,0
1061772,5,0.8333333333333334,1,3,0,2,0
1058931,0,0.0,0,0,0,0,0
1061355,0,0.0,0,0,0,0,0
1061593,4,0.07272727272727272,1,3,1,0,0
